# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 309 611 924 476
p 2 101 458 361 18072 1644
p 2 0 390 530 1297 564
p 2 0 367 553 1047 505
p 2 4 380 536 7119 782
p 2 0 361 559 837 507
p 2 0 225 695 476 368
p 2 0 373 547 7552 723
p 2 0 281 639 805 455
p 2 0 235 685 492 376
i 2 920 0 0 32327 3946
p 2 0 524 396 939 677
p 2 0 475 445 894 611
p 2 0 567 353 1390 742
p 2 0 329 591 614 471
p 2 0 285 635 524 426
p 2 0 181 739 370 327
p 2 0 180 740 391 325
p 2 0 292 628 591 433
p 2 0 242 678 540 382
p 2 0 350 570 689 487
p 2 0 256 664 584 396
p 2 0 538 382 1145 682
p 2 0 371 549 917 518
p 2 0 647 273 1527 804
p 2 0 582 338 1557 730
p 2 0 757 163 2112 958
p 2 0 606 314 1893 783
p 2 0 806 114 2632 1037
p 2 0 760 160 2667 933
i 2 920 0 0 6492 2780
p 2 0 601 319 1238 680
p 2 0 652 268 1444 740
p 2 0 411 509 1203 520
p 2 0 473 447 1230 573
p 2 0 495 425 1247 572
p 2 0 525 395 1347 621
p 2 0 442 478 1262 529
p 2 0 518 402 1346 612
p 2 0 497 423 1313 580
p 2 0 433 487 1242 548
p 2 0 495 425 1279 571
p 2 0 468 452 1361 574
p 2 0 355 565 1194 470
p 2 0 449 471 1303 560
p 2 0 444 476 1310 539
p 2 0 489 431 1264 581
p 2 0 510 410 1318 582
p 2 0 439 481 1249 545
p 2 0 442 478 1275 541
p 2 0 500 420 1361 593
p 2 0 481 439 1292 572
p 2 0 507 413 1337 601
p 2 0 427 493 1338 531
p 2 0 459 461 1319 564
p 2 0 377 543 1308 491
p 2 0 518 402 1389 612
p 2 0 454 466 1306 548
p 2 0 523 397 1418 615
p 2 0 371 549 1243 495
p 2 0 504 416 1329 597
p 2 0 397 523 1289 501
p 2 0 510 410 1367 607
p 2 0 488 432 1326 571
p 2 0 472 448 1323 575
p 2 0 420 500 1243 519
p 2 0 529 391 1407 624
p 2 0 466 454 1327 563
p 2 0 448 472 1350 562
p 2 0 517 403 1393 584
p 2 0 465 455 1408 579
p 2 0 366 554 1252 477
p 2 0 562 358 1471 644
p 2 0 402 518 1297 513
p 2 0 490 430 1359 589
p 2 0 471 449 1368 553
p 2 0 471 449 1305 567
p 2 0 442 478 1272 543
p 2 0 487 433 1357 586
p 2 0 391 529 1233 492
p 2 0 451 469 1324 557
p 2 0 404 516 1317 510
p 2 0 485 435 1290 585
