# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 2 227 691 6205 476
p 2 0 198 722 636 350
p 2 0 255 665 6144 481
p 2 0 221 699 742 376
p 2 0 223 697 5680 428
p 2 0 194 726 617 342
p 2 0 259 661 5370 477
p 2 0 202 718 690 354
p 2 0 200 720 5121 409
p 2 0 155 765 550 309
p 2 0 298 622 5311 504
p 2 0 233 687 723 383
p 2 0 197 723 4648 387
p 2 0 161 759 563 315
p 2 0 253 667 4377 432
p 2 0 187 733 616 337
p 2 0 162 758 3743 346
p 2 0 156 764 562 310
p 2 0 213 707 3557 379
p 2 0 210 710 696 354
p 2 0 152 768 1383 304
p 2 0 150 770 465 296
p 2 0 206 714 1791 362
p 2 0 194 726 553 339
p 2 0 163 757 2922 333
p 2 0 155 765 519 304
p 2 0 219 701 2671 378
p 2 0 180 740 608 329
p 2 0 118 802 397 268
p 2 0 134 786 392 282
p 2 0 167 753 467 312
p 2 0 144 776 427 289
p 2 0 101 819 352 252
p 2 0 89 831 314 238
p 2 0 138 782 376 280
p 2 0 136 784 373 278
p 2 0 90 830 301 237
p 2 0 89 831 287 236
p 2 0 102 818 312 248
p 2 0 89 831 310 237
p 2 0 87 833 291 236
p 2 0 70 850 256 217
p 2 0 111 809 331 259
p 2 0 105 815 304 249
p 2 0 79 841 331 228
p 2 0 102 818 297 246
p 2 0 118 802 525 269
p 2 0 95 825 297 245
p 2 0 92 828 606 242
p 2 0 86 834 287 231
p 2 0 106 814 751 253
p 2 0 53 867 248 205
p 2 0 73 847 663 224
p 2 0 47 873 227 198
p 2 0 39 881 714 199
p 2 0 63 857 302 217
p 2 0 43 877 627 202
p 2 0 51 869 252 203
p 2 0 101 819 515 250
p 2 0 74 846 276 226
i 2 920 0 0 23355 3862
p 2 0 436 484 672 548
p 2 0 396 524 578 506
p 2 2 261 657 779 400
p 2 0 306 614 476 413
p 2 0 244 676 437 366
p 2 34 253 633 4733 572
p 2 0 191 729 424 326
p 2 0 191 729 369 314
p 2 82 203 635 10028 842
p 2 0 212 708 516 349
p 2 0 127 793 334 274
p 2 107 266 547 15650 1170
p 2 0 263 657 597 398
p 2 0 195 725 416 329
p 2 80 335 505 18906 1271
p 2 0 269 651 800 452
p 2 0 260 660 571 395
p 2 111 334 475 22051 1473
p 2 0 270 650 823 459
p 2 0 258 662 498 384
p 2 28 445 447 22787 1249
p 2 0 308 612 1012 480
p 2 0 290 630 608 418
p 2 56 449 415 24721 1455
p 2 0 349 571 1077 526
p 2 0 186 734 479 332
p 2 85 437 398 27020 1572
p 2 0 347 573 1049 527
p 2 0 259 661 571 388
p 2 45 494 381 27257 1372
p 2 0 335 585 1174 517
p 2 0 176 744 465 327
p 2 0 212 708 429 343
p 2 0 194 726 437 327
p 2 0 243 677 665 394
p 2 0 192 728 522 334
p 2 0 154 766 396 301
p 2 0 141 779 378 283
p 2 0 154 766 438 301
p 2 0 150 770 439 296
p 2 0 182 738 473 324
p 2 0 118 802 370 265
p 2 0 139 781 366 279
p 2 0 141 779 378 281
p 2 0 107 813 341 252
p 2 0 144 776 428 291
p 2 0 158 762 373 288
p 2 0 81 839 293 231
p 2 0 127 793 331 265
p 2 0 120 800 340 265
p 2 0 94 826 297 245
p 2 0 90 830 289 238
p 2 0 95 825 275 239
p 2 0 56 864 237 209
p 2 0 73 847 262 224
p 2 0 69 851 265 219
p 2 12 452 456 20528 1157
p 2 0 350 570 1104 521
