# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 222 698 910 392
p 2 0 229 691 915 401
p 2 0 213 707 974 382
p 2 0 200 720 834 367
p 2 0 217 703 852 386
p 2 0 207 713 976 376
p 2 0 220 700 831 381
p 2 0 187 733 789 352
p 2 0 198 722 899 372
p 2 0 207 713 851 375
p 2 0 226 694 821 391
p 2 1 199 720 923 377
p 2 0 213 707 797 379
p 2 0 175 745 788 350
p 2 0 194 726 954 375
p 2 0 216 704 858 385
p 2 0 233 687 885 409
p 2 0 202 718 1027 383
p 2 0 211 709 886 385
p 2 0 175 745 805 355
p 2 0 218 702 990 396
p 2 0 194 726 878 367
p 2 0 235 685 925 413
p 2 0 185 735 969 363
p 2 0 224 696 908 400
p 2 0 193 727 874 367
p 2 1 227 692 1040 409
p 2 0 163 757 853 343
p 2 0 210 710 902 389
p 2 0 187 733 1021 372
p 2 0 237 683 920 408
p 2 0 196 724 940 373
p 2 0 199 721 1018 380
p 2 0 199 721 888 373
p 2 0 235 685 923 405
p 2 1 177 742 949 354
p 2 0 207 713 881 383
p 2 0 176 744 900 358
p 2 0 219 701 978 393
p 2 0 170 750 914 351
p 2 0 169 751 822 353
p 2 0 168 752 954 343
p 2 0 193 727 894 377
p 2 0 192 728 911 369
p 2 1 213 706 963 397
p 2 0 172 748 904 357
p 2 0 208 712 860 374
p 2 0 157 763 951 338
p 2 0 233 687 957 401
p 2 0 180 740 890 361
p 2 0 232 688 1070 410
p 2 0 175 745 884 354
p 2 0 187 733 859 370
p 2 1 174 745 991 366
p 2 0 186 734 910 365
p 2 0 157 763 861 345
i 2 920 0 0 48011 4322
p 2 5 457 458 5232 828
p 2 19 413 488 6343 845
p 2 15 627 278 24829 1449
p 2 19 553 348 6746 983
p 2 19 430 471 7111 821
p 2 11 602 307 21343 1275
p 2 13 502 405 8477 897
p 2 12 395 513 8433 788
p 2 23 604 293 22646 1366
p 2 26 483 411 9969 1026
p 2 29 409 482 10987 980
p 2 33 349 538 10828 939
p 2 40 338 542 9760 939
p 2 31 356 533 8871 923
p 2 31 564 325 25048 1524
p 2 9 470 441 6628 920
p 2 13 381 526 5796 766
p 2 22 565 333 21724 1358
p 2 13 473 434 6226 868
p 2 14 349 557 6282 735
p 2 32 558 330 24960 1494
p 2 23 472 425 9746 971
p 2 40 385 495 10091 976
p 2 53 514 353 27712 1601
p 2 27 521 372 11729 1146
p 2 51 483 386 11398 1189
p 2 38 410 472 10287 1051
p 2 31 359 530 8670 935
p 2 31 403 486 7962 950
p 2 22 351 547 6969 833
p 2 11 319 590 5686 710
p 2 20 307 593 5988 726
p 2 23 322 575 6866 773
p 2 29 328 563 7758 811
p 2 31 320 569 8706 851
