# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 428 492 667 535
p 2 0 356 564 509 469
p 2 0 296 624 460 411
p 2 0 271 649 432 390
p 2 0 276 644 432 385
p 2 0 199 721 369 328
p 2 0 211 709 372 338
p 2 0 236 684 397 354
p 2 0 263 657 462 377
p 2 0 209 711 383 335
p 2 0 183 737 361 313
p 2 0 178 742 341 304
p 2 0 136 784 292 269
p 2 0 146 774 309 281
p 2 0 132 788 315 271
p 2 0 142 778 309 278
p 2 0 148 772 334 277
p 2 0 157 763 342 285
p 2 0 133 787 303 270
p 2 0 133 787 307 271
p 2 0 134 786 296 267
p 2 0 97 823 258 240
p 2 0 180 740 320 293
p 2 0 102 818 251 239
p 2 0 126 794 286 258
p 2 0 140 780 293 269
p 2 0 133 787 314 265
p 2 0 117 803 285 252
p 2 0 80 840 250 227
p 2 0 106 814 266 246
p 2 0 143 777 297 272
p 2 0 90 830 261 234
p 2 0 105 815 258 240
p 2 0 113 807 274 247
p 2 0 101 819 266 242
p 2 0 142 778 288 267
p 2 0 108 812 276 243
p 2 0 113 807 278 247
p 2 0 122 798 288 256
p 2 0 70 850 243 218
p 2 0 86 834 247 227
p 2 0 90 830 244 228
p 2 0 146 774 293 267
p 2 0 117 803 276 249
p 2 0 83 837 251 223
p 2 0 86 834 246 226
p 2 0 91 829 242 229
p 2 0 62 858 219 209
p 2 0 89 831 237 226
p 2 0 83 837 238 224
p 2 0 38 882 195 189
p 2 0 78 842 235 224
p 2 0 85 835 245 231
p 2 0 85 835 234 222
p 2 0 60 860 225 208
p 2 0 92 828 242 230
p 2 0 92 828 249 233
p 2 0 124 796 283 256
p 2 0 98 822 244 234
p 2 0 81 839 238 222
p 2 0 66 854 228 213
p 2 0 76 844 245 223
p 2 0 94 826 240 229
p 2 0 74 846 237 218
p 2 0 96 824 235 228
p 2 0 87 833 231 223
p 2 0 82 838 237 222
p 2 0 108 812 257 243
p 2 0 69 851 226 213
p 2 0 80 840 230 221
i 2 920 0 0 41125 3376
p 2 0 531 389 758 613
p 2 0 446 474 580 540
p 2 0 420 500 534 505
p 2 0 381 539 486 467
p 2 0 324 596 455 431
p 2 0 332 588 453 426
p 2 0 317 603 449 417
p 2 0 271 649 409 377
